"Item Seq"	"Follow By Mps"	"Change Type"	"Adjust date"	"Batch No"	"Phase Code"	"Item No"	"Master pack"	"Item Type"	"Description"	"Customer Item"	"End Buyer"	"Customer Name"	"Region"	"Customer PO Number"	"Order Number"	"OFIS Line ID"	"Order Remark"	"Customer Due Date"	"Original Qty"	"Original Promise Date"	"Original Schedule Ship Date"	"Request Qty"	"Request Date"	"Order Priority"	"New Request Qty"	"New Request Date"	"Reply Qty"	"Reply Promise Date"	"Reply Schedule Date"	"New Priority"	"Material Ready Date"	"Part Remarks"	"MPS Remark"	"Part No."	"Shortage Qty"	"Material need by date"	"MC double check"	"MC Remarks for MR"	"Part lead time"	"Usage"	"MC Remark"	"Planner Code"	"Buyer"	"Part Desc"	"Vendor Name"	"End Supplier Name"	"Part Lead Time__DUP2"	"Lead Time"	"Outstanding"	"Materials Gap"	"OTD Gap"	"Creation Date"	"Release Date"	"Ecc Schedule Ship Date"	"Source Line Id"	"supply Source"	"Bu Category"	"System update on"	"ASCP supply"	"ASCP supply Alert"	"Next Shortage Date"	"Highlight next shortage (if within 1M)"	"_SourceKey"	"_SourceFile"	"_SourceSheet"	"_SourceRow"	"Remark"
"969"	""	"NEW/"	"30/06/2026 15:59"	"TC5OP260630J4"	"REPLYING"	"'095381201"	"2"	"FG"	"ANZ, AHT1852B \ AEG 18V HEDGE TRIMMER \ PR NO. 162618"	"AHT1852B"	"TTIAUS"	"TECHTRONIC INDUSTRIES AUSTRALIA PTY Ltd"	"AUS_PT"	"4500451842"	"239093887"	"6621700"	""	""	""	""	""	"62"	"19/09/2026"	"90"	"62"	"19/09/2026"	"62"	""	"19/09/2026"	"90"	"13/09/2026"	":281682011:2026/10/17::639491001:2026/09/13::622253001:2026/09/09:"	""	"639491001"	"124"	"05/09/2026"	""	""	"60"	"2"	""	"MC129OPS"	"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"	"STAMPING, COMMON FOOT CONTACT PLATE 0.8MM"	"WONDERWARD TECHNOLOGY (HONG KONG) LIMITED"	"WONDERWARD TECHNOLOGY (HONG KONG) LIMITED"	"60"	"16"	"Y"	"-10"	""	"30/06/2026"	"30/06/2026 15:59"	"19/09/2026"	"58637365"	"N"	"OP"	"30/06/2026 15:59"	""	""	""	""	"ANZ MR20260702 TC5_XC5 001Tracy new add.xlsb|MR|13"	"ANZ MR20260702 TC5_XC5 001Tracy new add.xlsb"	"MR"	"13"	""
"975"	""	"NEW/"	"30/06/2026 15:59"	"TC5OP260630J4"	"REPLYING"	"'095381201"	"2"	"FG"	"ANZ, AHT1852B \ AEG 18V HEDGE TRIMMER \ PR NO. 162618"	"AHT1852B"	"TTIAUS"	"TECHTRONIC INDUSTRIES AUSTRALIA PTY Ltd"	"AUS_PT"	"4500451843"	"239093889"	"6621704"	""	""	""	""	""	"120"	"19/09/2026"	"90"	"120"	"19/09/2026"	"120"	""	"19/09/2026"	"90"	"13/09/2026"	":281682011:2026/10/17:TOPBAND SMART DONG NAI (VN):742389001:2026/09/28:0:,:534188001:2026/09/26::660970001:2026/09/26::760615001:2026/09/26::639491001:2026/09/13::622253001:2026/09/09::635668001:2026/09/05:"	""	"639491001"	"240"	"05/09/2026"	""	""	"60"	"2"	""	"MC129OPS"	"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"	"STAMPING, COMMON FOOT CONTACT PLATE 0.8MM"	"WONDERWARD TECHNOLOGY (HONG KONG) LIMITED"	"WONDERWARD TECHNOLOGY (HONG KONG) LIMITED"	"60"	"16"	"Y"	"-10"	""	"30/06/2026"	"30/06/2026 15:59"	"19/09/2026"	"58637726"	"N"	"OP"	"30/06/2026 15:59"	""	""	""	""	"ANZ MR20260702 TC5_XC5 001Tracy new add.xlsb|MR|14"	"ANZ MR20260702 TC5_XC5 001Tracy new add.xlsb"	"MR"	"14"	""
"979"	""	"NEW/"	"30/06/2026 15:59"	"TC5OP260630J5"	"REPLYING"	"'095381201"	"2"	"FG"	"ANZ, AHT1852B \ AEG 18V HEDGE TRIMMER \ PR NO. 162618"	"AHT1852B"	"TTINZ"	"TECHTRONIC INDUSTRIES N.Z. LIMITED"	"NZ_PT"	"4500451844"	"239093891"	"6621702"	""	""	""	""	""	"146"	"19/09/2026"	"90"	"146"	"19/09/2026"	"146"	""	"19/09/2026"	"90"	"13/09/2026"	":281682011:2026/10/17::635668001:2026/10/03:TOPBAND SMART DONG NAI (VN):742389001:2026/09/28:0:,:534188001:2026/09/26::660970001:2026/09/26::760615001:2026/09/26:YUYAO YINDA :313212001:2026/09/19::534185001:2026/09/19::534186001:2026/09/19::690969001:2026/09/19:TIAN FU:901665001:2026/09/19::639491001:2026/09/13:TIANYAO:643259001:2026/09/12:TIANYAO:643260001:2026/09/12::622253001:2026/09/09:"	""	"639491001"	"292"	"05/09/2026"	""	""	"60"	"2"	""	"MC129OPS"	"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"	"STAMPING, COMMON FOOT CONTACT PLATE 0.8MM"	"WONDERWARD TECHNOLOGY (HONG KONG) LIMITED"	"WONDERWARD TECHNOLOGY (HONG KONG) LIMITED"	"60"	"16"	"Y"	"-10"	""	"30/06/2026"	"30/06/2026 15:59"	"19/09/2026"	"58637724"	"N"	"OP"	"30/06/2026 15:59"	""	""	""	""	"ANZ MR20260702 TC5_XC5 001Tracy new add.xlsb|MR|15"	"ANZ MR20260702 TC5_XC5 001Tracy new add.xlsb"	"MR"	"15"	""
"1207"	""	"NEW/"	"30/06/2026 15:59"	"TC5OP260630J4"	"REPLYING"	"'095959201"	"4"	"FG"	"ANZ, REPHTA30 \ RYOBI ARTICULATING HEDGE TRIMMER ATTACHMENT \ EXPAND-IT \ PR#1296"	"REPHTA30"	"TTIAUS"	"TECHTRONIC INDUSTRIES AUSTRALIA PTY Ltd"	"AUS_PT"	"4500451860"	"239093908"	"6621723"	"No Forecast"	""	""	""	""	"600"	"10/09/2026"	"95"	"600"	"10/09/2026"	"600"	""	"10/09/2026"	"95"	"05/09/2026"	"KH:220566003:2026/10/10:Over limited ser ,can not issue PO ,scheule tbc, vendor do not agree prepare material without po:,:312002003:2026/09/26::635576001:2026/09/26::661189002:2026/09/26::661705002:2026/09/26:CRD 8/23,eta 8/30 by Fedex:,:697301001:2026/09/26::698371003:2026/09/26::622385006:2026/09/19::678027001:2026/09/19:KH:613748001:2026/09/18:ZHEN YU:313693005:2026/09/17:Ming Hao:518019004:2026/09/12::670682002:2026/09/12::678009001:2026/09/12::635574002:2026/09/05::638011001:2026/09/05:NEW LAND:680999011:2026/08/30::552939001:2026/08/29::552940001:2026/08/29:"	""	"638011001"	"600"	"27/08/2026"	""	""	"35"	"1"	""	"MC129OPS"	"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"	"STAMPING,SNAP BUTTON\PS02072A"	"WONDERWARD TECHNOLOGY (HONG KONG) LIMITED"	"WONDERWARD TECHNOLOGY (HONG KONG) LIMITED"	"35"	"16"	"Y"	"-11"	""	"30/06/2026"	"30/06/2026 15:59"	"10/09/2026"	"58638387"	"N"	"OP"	"30/06/2026 15:59"	""	""	""	""	"ANZ MR20260702 TC5_XC5 001Tracy new add.xlsb|MR|16"	"ANZ MR20260702 TC5_XC5 001Tracy new add.xlsb"	"MR"	"16"	""
"1228"	""	"NEW/"	"30/06/2026 15:53"	"TC5OP260630J4"	"REPLYING"	"'095959201"	"4"	"FG"	"ANZ, REPHTA30 \ RYOBI ARTICULATING HEDGE TRIMMER ATTACHMENT \ EXPAND-IT \ PR#1296"	"REPHTA30"	"TTIAUS"	"TECHTRONIC INDUSTRIES AUSTRALIA PTY Ltd"	"AUS_PT"	"4500451859"	"239093907"	"6621725"	"No Forecast"	""	""	""	""	"72"	"10/09/2026"	"95"	"72"	"10/09/2026"	"72"	""	"10/09/2026"	"95"	"05/09/2026"	"KH:220566003:2026/10/10:Over limited ser ,can not issue PO ,scheule tbc, vendor do not agree prepare material without po:,:312002003:2026/09/26::635576001:2026/09/26::661189002:2026/09/26::661705002:2026/09/26:CRD 8/23,eta 8/30 by Fedex:,:697301001:2026/09/26::698371003:2026/09/26::678027001:2026/09/19:Ming Hao:518019004:2026/09/12::678009001:2026/09/12::635574002:2026/09/05::638011001:2026/09/05::552939001:2026/08/29::552940001:2026/08/29:"	""	"638011001"	"72"	"27/08/2026"	""	""	"35"	"1"	""	"MC129OPS"	"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"	"STAMPING,SNAP BUTTON\PS02072A"	"WONDERWARD TECHNOLOGY (HONG KONG) LIMITED"	"WONDERWARD TECHNOLOGY (HONG KONG) LIMITED"	"35"	"16"	"Y"	"-11"	""	"30/06/2026"	"30/06/2026 15:59"	"10/09/2026"	"58638388"	"N"	"OP"	"30/06/2026 15:59"	""	""	""	""	"ANZ MR20260702 TC5_XC5 001Tracy new add.xlsb|MR|17"	"ANZ MR20260702 TC5_XC5 001Tracy new add.xlsb"	"MR"	"17"	""
"1233"	""	"NEW/"	"30/06/2026 15:59"	"TC5OP260630J5"	"REPLYING"	"'095959201"	"4"	"FG"	"ANZ, REPHTA30 \ RYOBI ARTICULATING HEDGE TRIMMER ATTACHMENT \ EXPAND-IT \ PR#1296"	"REPHTA30"	"TTINZ"	"TECHTRONIC INDUSTRIES N.Z. LIMITED"	"NZ_PT"	"4500451861"	"239093909"	"6621724"	"No Forecast"	""	""	""	""	"124"	"10/09/2026"	"95"	"124"	"10/09/2026"	"124"	""	"10/09/2026"	"95"	"05/09/2026"	"KH:220566003:2026/10/10:Over limited ser ,can not issue PO ,scheule tbc, vendor do not agree prepare material without po:,:312002003:2026/09/26::635576001:2026/09/26::661189002:2026/09/26::661705002:2026/09/26:CRD 8/23,eta 8/30 by Fedex:,:697301001:2026/09/26::698371003:2026/09/26::622385006:2026/09/19::678027001:2026/09/19:ZHEN YU:313693005:2026/09/17:Ming Hao:518019004:2026/09/12::678009001:2026/09/12::635574002:2026/09/05::638011001:2026/09/05:NEW LAND:680999011:2026/08/30::552939001:2026/08/29::552940001:2026/08/29::670682002:2026/08/29:"	""	"638011001"	"124"	"27/08/2026"	""	""	"35"	"1"	""	"MC129OPS"	"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"	"STAMPING,SNAP BUTTON\PS02072A"	"WONDERWARD TECHNOLOGY (HONG KONG) LIMITED"	"WONDERWARD TECHNOLOGY (HONG KONG) LIMITED"	"35"	"16"	"Y"	"-11"	""	"30/06/2026"	"30/06/2026 15:59"	"10/09/2026"	"58638386"	"N"	"OP"	"30/06/2026 15:59"	""	""	""	""	"ANZ MR20260702 TC5_XC5 001Tracy new add.xlsb|MR|18"	"ANZ MR20260702 TC5_XC5 001Tracy new add.xlsb"	"MR"	"18"	""
"1531"	""	"NEW/"	"26/06/2026 17:04"	"TC5OP260626J20"	"REPLYING"	"'096920201"	""	"FG"	"ANZ, R18EDG14 \ RYOBI 18V 204MM BRUSHED STICK EDGER KIT \ PR NO.:251369"	"R18EDG14"	"TTINZ"	"TECHTRONIC INDUSTRIES N.Z. LIMITED"	"NZ_PT"	"4500451227"	"239093640"	"6615773"	""	""	""	""	""	"300"	"19/09/2026"	"90"	"300"	"19/09/2026"	"300"	""	"19/09/2026"	"90"	"20/09/2026"	":140350031:2026/10/03:REDSUN:300001081:2026/10/03:WEIDA (VIETNAM) :647145001:2026/09/20::638006013:2026/09/19::695528002:2026/09/19::636233001:2026/09/12:WEIDA (VIETNAM) :647109002:2026/09/08:Ming Hao:525802001:2026/09/05::660502002:2026/09/05::541331002:2026/08/29:0:,"	""	"647145001"	"300"	"05/09/2026"	""	""	"77"	"1"	""	"MC129OPS"	"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"	"METAL, GEAR BOX COVER \ ALUMINUM ALLOY \ P2302VNM"	"WEIDA (VIETNAM)"	"WEIDA (VIETNAM) MANUFACTURING CO.,LTD"	"77"	"16"	"Y"	"-17"	""	"26/06/2026"	"26/06/2026 17:04"	"19/09/2026"	"58614098"	"N"	"OP"	"26/06/2026 17:04"	""	""	""	""	"ANZ MR20260702 TC5_XC5 001Tracy new add.xlsb|MR|19"	"ANZ MR20260702 TC5_XC5 001Tracy new add.xlsb"	"MR"	"19"	""
"1534"	""	"NEW/"	"26/06/2026 17:04"	"TC5OP260626J20"	"REPLYING"	"'096920201"	""	"FG"	"ANZ, R18EDG14 \ RYOBI 18V 204MM BRUSHED STICK EDGER KIT \ PR NO.:251369"	"R18EDG14"	"TTINZ"	"TECHTRONIC INDUSTRIES N.Z. LIMITED"	"NZ_PT"	"4500451227"	"239093640"	"6615773"	""	""	""	""	""	"300"	"19/09/2026"	"90"	"300"	"19/09/2026"	"300"	""	"19/09/2026"	"90"	"08/09/2026"	":140350031:2026/10/03:REDSUN:300001081:2026/10/03:WEIDA (VIETNAM) :647145001:2026/09/20::638006013:2026/09/19::695528002:2026/09/19::636233001:2026/09/12:WEIDA (VIETNAM) :647109002:2026/09/08:Ming Hao:525802001:2026/09/05::660502002:2026/09/05::541331002:2026/08/29:0:,"	""	"647109002"	"300"	"05/09/2026"	""	""	"65"	"1"	""	"MC129OPS"	"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"	"METAL, GEAR BOX HOUSING \ ALUMINUM ALLOY \ 096920001"	"WEIDA (VIETNAM)"	"WEIDA (VIETNAM) MANUFACTURING CO.,LTD"	"65"	"16"	"Y"	"-5"	""	"26/06/2026"	"26/06/2026 17:04"	"19/09/2026"	"58614098"	"N"	"OP"	"26/06/2026 17:04"	""	""	""	""	"ANZ MR20260702 TC5_XC5 001Tracy new add.xlsb|MR|20"	"ANZ MR20260702 TC5_XC5 001Tracy new add.xlsb"	"MR"	"20"	""
"221"	""	"NEW/"	"26/06/2026 15:00"	"TN5OP260626J5"	"REPLYING"	"'095079831"	"2"	"FG"	"ANZ, R18XPWS10\ RYOBI 18V BRUSHLESS EZCLEAN POWER WASHER \ PR212618"	"R18XPWS10"	"TTIAUS"	"TECHTRONIC INDUSTRIES AUSTRALIA PTY Ltd"	"AUS_PT"	"4500451356"	"239093652"	"6618477"	""	""	""	""	""	"576"	"22/09/2026"	"90"	"576"	"22/09/2026"	"576"	""	"22/09/2026"	"90"	"07/11/2026"	"WEIDA (VIETNAM) :641801007:2026/11/07::700004001:2026/09/12:"	""	"641801007"	"576"	"08/09/2026"	""	""	"70"	"1"	""	"MC121OPI"	"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"	"GEARBOX HOUSING \ RY120350VM"	"WEIDA (VIETNAM)"	"WEIDA (VIETNAM) MANUFACTURING CO.,LTD"	"70"	"14"	"Y"	"-60"	""	"26/06/2026"	"26/06/2026 15:00"	"22/09/2026"	"58614347"	"N"	"OP"	"26/06/2026 15:00"	""	""	""	""	"ANZ MR20260702 TC5_XC5 001Tracy new add.xlsb|MR|21"	"ANZ MR20260702 TC5_XC5 001Tracy new add.xlsb"	"MR"	"21"	""
"223"	""	"NEW/"	"26/06/2026 15:00"	"TN5OP260626J5"	"REPLYING"	"'095079831"	"2"	"FG"	"ANZ, R18XPWS10\ RYOBI 18V BRUSHLESS EZCLEAN POWER WASHER \ PR212618"	"R18XPWS10"	"TTIAUS"	"TECHTRONIC INDUSTRIES AUSTRALIA PTY Ltd"	"AUS_PT"	"4500451357"	"239093654"	"6618426"	""	""	""	""	""	"96"	"22/09/2026"	"90"	"96"	"22/09/2026"	"96"	""	"22/09/2026"	"90"	"31/10/2026"	"WEIDA (VIETNAM) :641801007:2026/10/31::700004001:2026/09/12:"	""	"641801007"	"96"	"08/09/2026"	""	""	"70"	"1"	""	"MC121OPI"	"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"	"GEARBOX HOUSING \ RY120350VM"	"WEIDA (VIETNAM)"	"WEIDA (VIETNAM) MANUFACTURING CO.,LTD"	"70"	"14"	"Y"	"-53"	""	"26/06/2026"	"26/06/2026 15:00"	"22/09/2026"	"58614360"	"N"	"OP"	"26/06/2026 15:00"	""	""	""	""	"ANZ MR20260702 TC5_XC5 001Tracy new add.xlsb|MR|22"	"ANZ MR20260702 TC5_XC5 001Tracy new add.xlsb"	"MR"	"22"	""
"225"	""	"NEW/"	"26/06/2026 15:00"	"TN5OP260626J8"	"REPLYING"	"'095079831"	"2"	"FG"	"ANZ, R18XPWS10\ RYOBI 18V BRUSHLESS EZCLEAN POWER WASHER \ PR212618"	"R18XPWS10"	"TTINZ"	"TECHTRONIC INDUSTRIES N.Z. LIMITED"	"NZ_PT"	"4500451358"	"239093656"	"6618420"	""	""	""	""	""	"96"	"22/09/2026"	"90"	"96"	"22/09/2026"	"96"	""	"22/09/2026"	"90"	"31/10/2026"	"WEIDA (VIETNAM) :641801007:2026/10/31::700004001:2026/09/12:"	""	"641801007"	"96"	"08/09/2026"	""	""	"70"	"1"	""	"MC121OPI"	"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"	"GEARBOX HOUSING \ RY120350VM"	"WEIDA (VIETNAM)"	"WEIDA (VIETNAM) MANUFACTURING CO.,LTD"	"70"	"14"	"Y"	"-53"	""	"26/06/2026"	"26/06/2026 15:00"	"22/09/2026"	"58614348"	"N"	"OP"	"26/06/2026 15:00"	""	""	""	""	"ANZ MR20260702 TC5_XC5 001Tracy new add.xlsb|MR|23"	"ANZ MR20260702 TC5_XC5 001Tracy new add.xlsb"	"MR"	"23"	""
"5"	""	"NEW/"	"08/07/2026 10:48"	"TC5OP260708D3"	"REPLYING"	"000996486"	"100"	"FG"	"EMEA, RAC125\ACCESSORY,3 SPOOLS WITH 1.6 DIAMETER TWIST LINE W\PACKING \ REPLACED CN 000997062"	"5132002434"	"ELC-Netherlands"	"Techtronic Industries ELC GmbH"	"EMEA_PT"	"4800288081"	"239094566"	"6634332"	"Pull in from Oct system updated on 08-Jul"	"19/11/2026"	""	""	""	"1500"	"18/09/2026"	"90"	"1500"	"18/09/2026"	"1500"	""	"18/09/2026"	"90"	"12/09/2026"	"YAO-I:900201022:2026/09/12:REDSUN:522993001:2026/09/05:"	""	"900201022"	"90"	"04/09/2026"	""	""	"30"	"0.06"	""	"MC129OPS"	"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"	"TWIST NYLON LINE 0.065INCH \ SCOTT BLUE"	"YAO-I"	"YAO-I VIETNAM COMPANY LIMITED"	"30"	"16"	"Y"	"-10"	""	"08/07/2026"	"08/07/2026 10:48"	"18/09/2026"	"58697220"	"N"	"OP"	"08/07/2026 10:48"	""	""	""	""	"EMEA MR20260708 TC5OP260706D10~0708D4 C Gating part.xlsb|MR|3"	"EMEA MR20260708 TC5OP260706D10~0708D4 C Gating part.xlsb"	"MR"	"3"	""
"7"	""	"NEW/"	"08/07/2026 10:48"	"TC5OP260708D3"	"REPLYING"	"000996486"	"100"	"FG"	"EMEA, RAC125\ACCESSORY,3 SPOOLS WITH 1.6 DIAMETER TWIST LINE W\PACKING \ REPLACED CN 000997062"	"5132002434"	"ELC-Netherlands"	"Techtronic Industries ELC GmbH"	"EMEA_PT"	"4800288140"	"239094579"	"6634446"	"Pull in from Oct system updated on 08-Jul"	"21/11/2026"	""	""	""	"1600"	"20/09/2026"	"90"	"1600"	"20/09/2026"	"1600"	""	"20/09/2026"	"90"	"12/09/2026"	"YAO-I:900201022:2026/09/12:REDSUN:522993001:2026/09/05:"	""	"900201022"	"96"	"06/09/2026"	""	""	"30"	"0.06"	""	"MC129OPS"	"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"	"TWIST NYLON LINE 0.065INCH \ SCOTT BLUE"	"YAO-I"	"YAO-I VIETNAM COMPANY LIMITED"	"30"	"16"	"Y"	"-8"	""	"08/07/2026"	"08/07/2026 10:48"	"20/09/2026"	"58697370"	"N"	"OP"	"08/07/2026 10:48"	""	""	""	""	"EMEA MR20260708 TC5OP260706D10~0708D4 C Gating part.xlsb|MR|4"	"EMEA MR20260708 TC5OP260706D10~0708D4 C Gating part.xlsb"	"MR"	"4"	""
"8"	""	"NEW/"	"08/07/2026 10:48"	"TC5OP260708D3"	"REPLYING"	"000996486"	"100"	"FG"	"EMEA, RAC125\ACCESSORY,3 SPOOLS WITH 1.6 DIAMETER TWIST LINE W\PACKING \ REPLACED CN 000997062"	"5132002434"	"ELC-Netherlands"	"Techtronic Industries ELC GmbH"	"EMEA_PT"	"4800288146"	"239094582"	"6634134"	"Pull in from Sep, system updated on 08-Jul"	"23/11/2026"	""	""	""	"1600"	"22/09/2026"	"90"	"1600"	"22/09/2026"	"1600"	""	"22/09/2026"	"90"	"12/09/2026"	"YAO-I:900201022:2026/09/12:"	""	"900201022"	"96"	"08/09/2026"	""	""	"30"	"0.06"	""	"MC129OPS"	"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"	"TWIST NYLON LINE 0.065INCH \ SCOTT BLUE"	"YAO-I"	"YAO-I VIETNAM COMPANY LIMITED"	"30"	"16"	"Y"	"-6"	""	"08/07/2026"	"08/07/2026 10:48"	"22/09/2026"	"58697340"	"N"	"OP"	"08/07/2026 10:48"	""	""	""	""	"EMEA MR20260708 TC5OP260706D10~0708D4 C Gating part.xlsb|MR|5"	"EMEA MR20260708 TC5OP260706D10~0708D4 C Gating part.xlsb"	"MR"	"5"	""
"9"	""	"NEW/"	"08/07/2026 10:48"	"TC5OP260708D4"	"REPLYING"	"000996486"	"100"	"FG"	"EMEA, RAC125\ACCESSORY,3 SPOOLS WITH 1.6 DIAMETER TWIST LINE W\PACKING \ REPLACED CN 000997062"	"5132002434"	"ELC-France"	"Techtronic Industries ELC GmbH"	"EMEA_PT"	"4800287973"	"239094542"	"6634142"	"Pull in from Sep, system updated on 08-Jul"	"17/11/2026"	""	""	""	"5400"	"16/09/2026"	"90"	"5400"	"16/09/2026"	"5400"	""	"16/09/2026"	"90"	"12/09/2026"	"YAO-I:900201022:2026/09/12:REDSUN:522993001:2026/09/05:"	""	"900201022"	"324"	"02/09/2026"	""	""	"30"	"0.06"	""	"MC129OPS"	"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"	"TWIST NYLON LINE 0.065INCH \ SCOTT BLUE"	"YAO-I"	"YAO-I VIETNAM COMPANY LIMITED"	"30"	"16"	"Y"	"-12"	""	"08/07/2026"	"08/07/2026 10:48"	"16/09/2026"	"58697104"	"N"	"OP"	"08/07/2026 10:48"	""	""	""	""	"EMEA MR20260708 TC5OP260706D10~0708D4 C Gating part.xlsb|MR|6"	"EMEA MR20260708 TC5OP260706D10~0708D4 C Gating part.xlsb"	"MR"	"6"	""
"12"	""	"NEW/"	"08/07/2026 10:48"	"TC5OP260708D4"	"REPLYING"	"000996486"	"100"	"FG"	"EMEA, RAC125\ACCESSORY,3 SPOOLS WITH 1.6 DIAMETER TWIST LINE W\PACKING \ REPLACED CN 000997062"	"5132002434"	"ELC-France"	"Techtronic Industries ELC GmbH"	"EMEA_PT"	"4800288130"	"239094580"	"6634478"	"New add, system update on 08-Jul"	"19/11/2026"	""	""	""	"1700"	"18/09/2026"	"90"	"1700"	"18/09/2026"	"1700"	""	"18/09/2026"	"90"	"12/09/2026"	"YAO-I:900201022:2026/09/12:REDSUN:522993001:2026/09/05:"	""	"900201022"	"102"	"04/09/2026"	""	""	"30"	"0.06"	""	"MC129OPS"	"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"	"TWIST NYLON LINE 0.065INCH \ SCOTT BLUE"	"YAO-I"	"YAO-I VIETNAM COMPANY LIMITED"	"30"	"16"	"Y"	"-10"	""	"08/07/2026"	"08/07/2026 10:48"	"18/09/2026"	"58697361"	"N"	"OP"	"08/07/2026 10:48"	""	""	""	""	"EMEA MR20260708 TC5OP260706D10~0708D4 C Gating part.xlsb|MR|7"	"EMEA MR20260708 TC5OP260706D10~0708D4 C Gating part.xlsb"	"MR"	"7"	""
"13"	""	"NEW/"	"08/07/2026 10:48"	"TC5OP260708D4"	"REPLYING"	"000996486"	"100"	"FG"	"EMEA, RAC125\ACCESSORY,3 SPOOLS WITH 1.6 DIAMETER TWIST LINE W\PACKING \ REPLACED CN 000997062"	"5132002434"	"ELC-France"	"Techtronic Industries ELC GmbH"	"EMEA_PT"	"4800288075"	"239094570"	"6634359"	"Pull in from Oct system updated on 08-Jul"	"21/11/2026"	""	""	""	"1700"	"20/09/2026"	"90"	"1700"	"20/09/2026"	"1700"	""	"20/09/2026"	"90"	"12/09/2026"	"YAO-I:900201022:2026/09/12:REDSUN:522993001:2026/09/05:"	""	"900201022"	"102"	"06/09/2026"	""	""	"30"	"0.06"	""	"MC129OPS"	"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"	"TWIST NYLON LINE 0.065INCH \ SCOTT BLUE"	"YAO-I"	"YAO-I VIETNAM COMPANY LIMITED"	"30"	"16"	"Y"	"-8"	""	"08/07/2026"	"08/07/2026 10:48"	"20/09/2026"	"58697228"	"N"	"OP"	"08/07/2026 10:48"	""	""	""	""	"EMEA MR20260708 TC5OP260706D10~0708D4 C Gating part.xlsb|MR|8"	"EMEA MR20260708 TC5OP260706D10~0708D4 C Gating part.xlsb"	"MR"	"8"	""
"15"	""	"NEW/"	"08/07/2026 10:48"	"TC5OP260708D4"	"REPLYING"	"000996486"	"100"	"FG"	"EMEA, RAC125\ACCESSORY,3 SPOOLS WITH 1.6 DIAMETER TWIST LINE W\PACKING \ REPLACED CN 000997062"	"5132002434"	"ELC-France"	"Techtronic Industries ELC GmbH"	"EMEA_PT"	"4800288079"	"239094565"	"6634316"	"Pull in from Sep, system updated on 08-Jul"	"23/11/2026"	""	""	""	"1600"	"22/09/2026"	"90"	"1600"	"22/09/2026"	"1600"	""	"22/09/2026"	"90"	"12/09/2026"	"YAO-I:900201022:2026/09/12:"	""	"900201022"	"96"	"08/09/2026"	""	""	"30"	"0.06"	""	"MC129OPS"	"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"	"TWIST NYLON LINE 0.065INCH \ SCOTT BLUE"	"YAO-I"	"YAO-I VIETNAM COMPANY LIMITED"	"30"	"16"	"Y"	"-6"	""	"08/07/2026"	"08/07/2026 10:48"	"22/09/2026"	"58697219"	"N"	"OP"	"08/07/2026 10:48"	""	""	""	""	"EMEA MR20260708 TC5OP260706D10~0708D4 C Gating part.xlsb|MR|9"	"EMEA MR20260708 TC5OP260706D10~0708D4 C Gating part.xlsb"	"MR"	"9"	""
"17"	""	"NEW/"	"08/07/2026 10:48"	"TC5OP260708D3"	"REPLYING"	"000996487"	"240"	"FG"	"EMEA, RAC142 \ RYOBI 2.0MM LINE ACCESSORY \ FOR RLT36\ REPLACED CN 000998866"	"5132002769"	"ELC-Netherlands"	"Techtronic Industries ELC GmbH"	"EMEA_PT"	"4800287981"	"239094548"	"6634177"	"New add, system update on 08-Jul"	"17/11/2026"	""	""	""	"480"	"16/09/2026"	"95"	"480"	"16/09/2026"	"480"	""	"16/09/2026"	"95"	"19/09/2026"	"YAO-I:900201021:2026/09/19:REDSUN:522993001:2026/09/05::522994001:2026/09/05:"	""	"900201021"	"12.528"	"02/09/2026"	""	""	"40"	"0.0261"	""	"MC129OPS"	"TVN634465, Le Chi Quoc Hung (VN.OP-SUC)"	"TWIST NYLON LINE 0.080INCH\ RYOBI HYPER GREEN 544"	"YAO-I"	"YAO-I VIETNAM COMPANY LIMITED"	"40"	"16"	"Y"	"-19"	""	"08/07/2026"	"08/07/2026 10:48"	"16/09/2026"	"58697115"	"N"	"OP"	"08/07/2026 10:48"	""	""	""	""	"EMEA MR20260708 TC5OP260706D10~0708D4 C Gating part.xlsb|MR|10"	"EMEA MR20260708 TC5OP260706D10~0708D4 C Gating part.xlsb"	"MR"	"10"	""
